## Torsion are defined with the following atomIDs:
# dihed1: ai= 1637 aj= 1639 ak= 1638 al= 1633
# dihed2: ai= 1639 aj= 1638 ak= 1633 al= 1634
# Frame#   dihed1   dihed2
2356  -65.225  -62.476
2357  -78.345  -30.761
2358  -55.454  -85.399
2359  -54.226  -58.625
2360  -70.203  -43.753
2361  -76.699  -75.977
2362  -66.720  -70.267
2363  -63.224  -63.714
2364  -60.558  -62.444
2365  -60.855  -62.599
2366  -56.240  -53.872
2367  -67.489  -55.182
2368  -59.689  -74.426
2369  -47.510  -66.021
2370  -52.181  -72.812
2371  -66.742  -74.114
2372  -48.720  -55.241
2373  -64.847  -39.607
2374  -67.331  -64.941
2375  -76.987  -60.915
2376  -66.846  -50.910
2377  -75.304  -64.189
2378  -69.009  -40.817
2379  -64.094  -47.709
2380  -63.022  -47.895
2381  -59.402  -48.206
2382  -77.814  -72.805
2383  -70.019  -59.920
2384  -65.571  -62.593
2385  -75.551  -71.425
2386  -61.146  -80.222
2387  -47.969  -54.995
2388  -70.138  -50.855
2389  -62.844  -65.497
2390  -51.165   50.199
2391  -56.614   65.558
2392  -69.413   33.349
2393  -74.583   62.982
2394  -63.704   64.262
2395  -57.716   53.358
2396  -65.224   45.963
2397  -61.780   75.454
2398  -67.050   65.701
2399  -70.522   52.278
2400  -61.760   60.230
2401  -61.101   56.041
2402  -65.651   55.917
2403  -54.693   69.940
2404  -63.718   62.442
2405  -55.596   40.671
2406  -65.197   63.214
2407  -82.106   60.881
2408  -64.410   65.303
2409  -61.054   45.610
2410  -76.576   58.727
2411  -63.121   72.240
2412  -51.823   81.757
2413  -62.731   57.338
2414  -59.635   53.790
2415  -86.204   63.990
2416  -58.435   41.749
2417  -59.904   78.479
2418  -66.807   70.972
2419  -39.827   61.407
2420  -72.906   54.070
2421  -62.727   62.629
2422  -73.617   61.222
2423  -64.959   53.362
2424  -57.813   60.619
2425  -77.120   79.746
2426  -52.587   64.899
2427  -58.365   64.173
2428  -65.858   40.499
2429  -58.267  174.876
2430  -62.180  171.070
2431  -64.426 -174.319
2432  -65.486 -163.847
2433  -56.738  177.145
2434  -59.598 -172.982
2435  -60.866 -159.300
2436  -79.711  176.759
2437  -51.075 -163.308
2438  -80.666  -68.298
2439  -75.571  -51.746
2440  -57.832  -67.980
2441  -64.639  -50.936
2442  -52.276  -39.839
2443  -82.125  -70.869
2444  -72.486  -68.743
2445  -56.030  -56.460
2446  -76.380  -85.672
2447  -71.484  -27.429
2448  -61.464  -59.919
2449  -77.129  -63.976
2450  -69.882  -53.832
2451  -68.102  -56.951
2452  -59.957  -57.962
2453  -64.253   57.741
2454  -65.414   47.750
2455  -66.802   54.580
2456  -90.219   82.710
2457  -71.701   54.637
2458  -75.257   62.874
2459  -65.671   41.519
2460  -76.570   54.972
2461  -59.183   72.058
2462  -57.975   55.355
2463  -56.546   39.348
2464  -57.226   73.473
2465  -56.418   50.334
2466  -92.126  173.195
2467  -43.882 -174.883
2468  -54.823 -178.656
2469  -77.734 -155.416
2470  -74.136  177.461
2471  -75.679  162.194
2472  -86.156  169.515
2473  -66.986  178.136
2474  -74.374  176.162
2475  -66.330  175.844
2476  -64.516  174.758
2477  -61.380  172.888
2478  -74.110 -173.641
2479  -63.502 -164.652
2480  -57.857 -174.612
2481  -80.711  177.431
2482  -54.600 -179.826
2483  -60.757  174.364
2484  -56.714 -178.217
2485  -47.267 -174.107
2486  -66.397 -176.074
2487  -78.899 -170.067
2488  -59.990 -144.246
2489  -67.498 -162.350
2490  -75.112 -169.830
2491  -88.711 -160.509
2492  -63.553 -175.053
2493  -60.830 -147.832
2494  -70.192  161.748
2495  -76.972 -177.018
2496  -80.642 -177.198
2497  -58.630  171.724
2498  -58.577 -176.803
2499  -56.908  178.618
2500  -63.818  175.660
2501  -61.805 -174.626
2502  -72.733  173.748
2503  -66.879  176.001
2504  -71.720 -168.578
2505  -71.783 -164.442
2506  -56.710  173.805
2507  -46.923  175.835
2508  -82.931 -175.313
2509  -67.466  174.484
2510  -76.585 -161.711
2511  -57.878  158.178
2512  -55.184 -173.431
2513  -72.144  163.165
2514  -61.715 -158.296
2515  -67.979  177.255
2516  -70.961  179.181
2517  -68.437  170.071
2518  -60.233  173.449
2519  -66.626 -167.470
2520  -68.259  173.797
2521  -63.320  169.445
2522  -60.050  162.303
2523  -56.966  168.125
2524  -63.186 -173.437
2525  -66.822  179.201
2526  -48.031  166.199
2527  -73.314  177.293
2528  -74.381  168.787
2529  -73.935  160.787
2530  -71.219  173.718
2531  -63.222 -170.445
2532  -62.042 -174.928
2533  -69.348  176.083
2534  -60.846 -151.881
2535  -75.332 -163.830
2536  -67.243  174.386
2537  -75.141 -169.979
2538  -66.402  158.872
2539  -53.942  166.622
2540  -70.151  177.368
2541  -66.063 -173.339
2542  -60.921  170.272
2543  -62.351 -178.013
2544  -70.737 -163.059
2545  -68.480 -173.935
2546  -63.701 -170.034
2547  -63.619  172.897
2548  -70.451 -176.372
2549  -56.448  164.589
2550  -53.861 -170.417
2551  -69.654 -162.564
2552  -42.797  165.211
2553  -81.683  170.274
2554  -75.129  174.396
2555  -64.791 -177.379
2556  -53.090 -178.771
2557  -57.522 -172.704
2558  -63.831  172.888
2559  -64.084 -165.397
2560  -76.410 -179.488
2561  -68.856  174.598
2562  -59.941 -178.682
2563  -60.120  165.793
2564  -80.709  175.181
2565  -81.713 -178.869
2566  -78.021  165.514
2567  -73.633 -167.794
2568  -59.228 -156.676
2569  -90.192 -166.086
2570  -75.682  169.425
2571  -76.408 -169.309
2572  -69.946   63.738
2573  -65.265   74.221
2574  -63.810   63.120
2575  -67.656   69.811
2576  -77.579   49.523
2577  -64.207   59.334
2578  -59.465   41.076
2579  -74.107   58.246
2580  -62.610   16.934
2581  -77.732   76.068
2582  -59.595   41.948
2583  -65.980   64.263
2584  -61.562   67.484
2585  -71.610   77.915
2586  -66.981   79.714
2587  -66.541   62.512
2588  -66.171   54.482
2589  -57.664   51.380
2590  -92.228   58.809
2591  -70.387   48.539
2592  -62.726   54.908
2593  -70.233   68.884
2594  -50.007   81.584
2595  -76.809   41.523
2596  -63.861   68.614
2597  -43.236   48.343
2598  -57.476   72.984
2599  -64.076   51.315
2600  -79.187   61.425
2601  -64.839   56.862
2602  -70.352   55.363
2603  -35.318   46.238
2604  -62.260   57.804
2605  -69.567   71.093
2606  -68.546   50.006
2607  -62.597   70.341
2608  -63.992   70.235
2609  -64.377   71.136
2610  -66.879   71.065
2611  -56.390   55.333
2612  -56.506   68.808
2613  -65.398   57.773
2614  -60.354   64.466
2615  -56.442   72.955
2616  -59.360   65.247
2617  -71.580   70.219
2618  -67.203   75.064
2619  -46.430  176.914
2620  -65.699  174.206
2621  -79.234  178.733
2622  -71.825 -178.492
2623  -59.922 -152.082
2624  -55.596 -176.798
2625  -61.344  171.758
2626  -62.998 -177.170
2627  -77.119  172.920
2628  -59.567 -165.217
2629  -65.851  173.226
2630  -85.697  170.298
2631  -78.555   47.278
2632  -64.177   45.009
2633  -59.854   54.491
2634  -54.805   96.970
2635  -65.334   44.577
2636  -79.192   47.982
2637  -85.384   42.504
2638  -53.346   40.039
2639  -40.655   50.658
2640  -61.243   69.587
2641  -70.320   60.233
2642  -79.642   92.019
2643  -63.050   61.211
2644  -62.989   59.981
2645  -50.696   59.806
2646  -66.953   35.257
2647  -78.374   59.238
2648  -64.029   52.763
2649  -61.519   58.930
2650  -75.084   39.571
2651  -61.382   64.506
2652  -73.884   57.367
2653  -70.221   60.754
2654  -63.637   41.852
2655  -69.137   82.157
2656  -69.872   79.591
2657  -69.715   41.263
2658  -77.160 -179.925
2659  -70.151 -167.812
2660  -64.830  176.716
2661  -80.365 -177.840
2662  -56.655  179.478
2663  -48.449 -155.301
2664  -68.261 -177.600
2665  -55.340 -163.624
2666  -53.268   65.824
2667  -73.934   58.365
2668  -53.978   63.601
2669  -65.014   51.747
2670  -57.854   66.909
2671  -64.163   67.937
2672  -68.369   51.933
2673  -68.332   47.451
2674  -67.055   45.851
2675  -61.275   72.962
2676  -65.100   42.647
2677  -79.526   66.622
2678  -34.700   77.439
2679  -64.743   49.556
2680  -62.862   46.447
2681  -54.237   70.644
2682  -47.313   48.135
2683  -63.596   62.151
2684  -60.723   57.310
2685  -63.131   75.754
2686  -66.303   60.834
2687  -68.460   35.705
2688  -69.584   64.053
2689  -64.333   60.170
2690  -78.116   45.303
2691  -58.177   56.125
2692  -70.743   52.507
2693  -62.501   60.190
2694  -70.633   67.801
2695  -54.593   44.293
2696  -63.963   63.662
2697  -67.093   63.018
2698  -66.275   49.840
2699  -79.611  164.025
2700  -73.718 -166.306
2701  -67.388 -159.846
2702  -59.663  151.657
2703  -68.007 -172.859
2704  -57.860  176.746
2705  -78.531 -162.424
2706  -70.016 -173.596
2707  -55.899 -171.816
2708  -59.313 -169.993
2709  -61.117  179.730
2710  -60.656  164.925
2711  -73.837   66.834
2712  -67.824   61.060
2713  -60.651   62.769
2714  -54.778   67.638
2715  -66.953   48.934
2716  -61.182   71.720
2717  -58.324   70.750
2718  -75.831   67.598
2719  -69.194   54.747
2720  -58.487   67.730
2721  -63.953   54.322
2722  -74.343   42.809
2723  -71.743   39.016
2724  -66.037   67.331
2725  -46.736   54.251
2726  -76.629  -62.535
2727  -50.867  -71.501
2728  -64.987  -54.805
2729  -71.484  -62.064
2730  -70.981  -49.358
2731  -69.301  -62.952
2732  -56.864  -52.281
2733  -68.878  -54.899
2734  -67.494  -46.822
2735  -49.908  -56.963
2736  -69.847  -73.748
2737  -68.008  -58.362
2738  -65.290  -50.069
2739  -85.231  -59.552
2740  -65.452  -66.664
2741  -62.513  -58.905
2742  -67.954  -49.595
2743  -64.847  -56.549
2744  -80.017  -65.285
2745  -61.560  -34.731
2746  -72.030  -39.159
2747  -64.162  -36.837
2748  -57.352  -64.467
2749  -59.540  -70.259
2750  -71.570  -64.790
2751  -61.659  -56.478
2752  -56.042  -60.090
2753  -76.166  -35.521
2754  -60.446  -47.852
2755  -63.773  -58.907
2756  -71.141  -68.293
2757  -57.570  -68.283
2758  -73.900  -63.085
2759  -72.486  -56.884
2760  -79.355  -44.713
2761  -74.667  -68.738
2762  -70.569  -80.940
2763  -60.840  -59.238
2764  -61.818  -59.173
2765  -57.841  -57.244
2766  -51.122  -41.535
2767  -81.932  -66.781
2768  -55.764  -60.773
2769  -72.542  -50.944
2770  -65.587  -52.801
2771  -59.799  -38.222
2772  -71.555  -59.224
2773  -53.489  -57.286
2774  -72.590  -52.097
2775  -61.372  -63.410
2776  -69.830  -60.037
2777  -72.503  -45.944
2778  -67.853  -75.261
2779  -55.997  -68.241
2780  -69.072  -55.123
2781  -64.060  -44.191
2782  -65.932  -49.265
2783  -58.034  -48.516
2784  -71.746  -54.941
2785  -56.633  -55.420
2786  -55.404  -54.202
2787  -82.895  -67.651
2788  -81.886  -74.931
2789  -77.443  -38.522
2790  -72.543  -58.586
2791  -58.367  -70.336
2792  -68.508  -45.306
2793  -68.680  -40.917
2794  -72.665  -70.221
2795  -58.430  -44.155
2796  -64.215  -46.185
2797  -68.349  -63.910
2798  -70.369  -51.993
2799  -73.589  -66.101
2800  -73.232  -55.275
2801  -60.978  -53.998
2802  -52.520  -63.552
2803  -61.766  -67.503
2804  -56.821  -59.323
2805  -53.986  -51.633
2806  -58.378  -56.670
2807  -70.473  -62.680
2808  -54.221  -65.545
2809  -75.372  -59.335
2810  -66.622  -42.130
2811  -61.744  -49.126
2812  -61.170  -44.749
2813  -59.883  -50.882
2814  -76.086  -23.300
2815  -62.710  -34.667
2816  -52.127  -54.743
2817  -59.059  -60.426
2818  -65.020  -61.815
2819  -67.454  -74.595
2820  -64.534  -71.805
2821  -65.621  -66.338
2822  -64.829  -50.799
2823  -58.703  -63.822
2824  -67.305  -75.057
2825  -61.230  -70.562
2826  -57.597  -47.088
2827  -68.087  -67.116
2828  -67.062  -87.427
2829  -60.488  -39.165
2830  -71.698  -82.244
2831  -77.341  -58.168
2832  -55.370  -52.505
2833  -81.221  -36.619
2834  -75.238  -52.236
2835  -76.604  -61.045
2836  -66.027  -57.945
2837  -52.226  -70.500
2838  -48.962  -64.117
2839  -79.127  -60.734
2840  -64.065  -63.686
2841  -56.698  -62.306
2842  -55.970  -60.948
2843  -65.376  -80.676
2844  -66.371  -56.967
2845  -71.208   19.665
2846  -76.923   62.526
2847  -70.621   59.548
2848  -62.273   66.437
2849  -72.525   44.862
2850  -71.261   61.983
2851  -74.972   46.353
2852  -62.130   49.832
2853  -66.015   50.649
2854  -75.585   68.854
2855  -81.939   75.630
2856  -65.952   67.921
2857  -51.753   59.147
2858  -63.340   74.275
2859  -70.751   68.789
2860  -60.252   57.231
2861  -56.840   60.557
2862  -70.418   51.663
2863  -65.560   37.631
2864  -61.542   57.386
2865  -69.248   86.382
2866  -69.138   65.172
2867  -61.059   62.481
2868  -63.750   76.824
2869  -78.713   63.950
2870  -65.075   60.610
2871  -70.866   65.259
2872  -70.476   71.465
2873  -69.466   71.395
2874  -65.032   47.034
2875  -60.264   65.226
2876  -50.571   59.977
2877  -60.790   73.227
2878  -67.628   65.343
2879  -64.102   53.642
2880  -66.528   58.260
2881  -67.612   61.793
2882  -76.323   55.657
2883  -58.377   61.464
2884  -65.547   51.003
2885  -51.685   79.545
2886  -65.858   71.189
2887  -73.648   60.739
2888  -72.332   59.624
2889  -70.087   52.116
2890  -33.779   38.329
2891  -64.082   63.985
2892  -70.933   18.281
2893  -63.083   72.065
2894  -71.012   70.688
2895  -55.931   55.816
2896  -62.534   56.088
2897  -61.427   63.541
2898  -76.268   46.521
2899  -69.800   73.332
2900  -60.255   71.004
2901  -65.562  -65.531
2902  -63.626  -65.287
2903  -58.504  -66.430
2904  -77.142  -59.860
2905  -59.990  -66.880
2906  -60.080  -46.146
2907  -77.049  -61.523
2908  -74.875  -62.981
2909  -82.085  -55.176
2910  -64.731  -63.811
2911  -59.094  -50.693
2912  -50.643  -48.929
2913  -80.220  -73.829
2914  -59.363  -37.816
2915  -67.725  -73.646
2916  -63.141  -60.449
2917  -65.290  -57.751
2918  -53.227  -57.618
2919  -50.756  -45.962
2920  -83.516  -67.203
2921  -55.403  -62.119
2922  -83.232  -74.048
2923  -67.285  -57.558
2924  -68.096  -55.504
2925  -63.982  -18.455
2926  -68.495  -75.197
2927  -54.775  -73.397
2928  -66.930 -178.829
2929  -64.475 -166.731
2930  -61.090  165.117
2931  -67.842 -167.034
2932  -66.427  160.513
2933  -69.924  153.038
2934  -65.132  175.243
2935  -74.380 -172.312
2936  -53.151  175.092
2937  -59.026 -176.955
2938  -65.235  171.519
2939  -45.941   70.346
2940  -63.396   75.159
2941  -84.995   65.217
2942  -85.991   58.042
2943  -67.860   59.639
2944  -71.388   70.002
2945  -72.597   51.315
2946  -61.130 -170.792
2947  -73.314  179.349
2948  -62.799 -168.376
2949  -61.486 -177.729
2950  -55.096  171.355
2951  -63.980 -174.309
2952  -45.728  168.222
2953  -73.359 -170.080
2954  -73.605 -166.389
2955  -74.917  164.250
2956  -65.030 -164.011
2957  -74.630 -172.123
2958  -67.584  166.117
2959  -77.308  171.669
2960  -71.193  169.765
2961  -69.213 -147.782
2962  -65.277 -176.829
2963  -62.470  172.717
2964  -75.049  173.756
2965  -68.919  164.315
2966  -64.578 -154.292
2967  -66.888 -162.607
2968  -73.196  165.513
2969  -49.601  -65.014
2970  -68.594  -59.760
2971  -75.326  -76.543
2972  -75.074  -48.189
2973  -66.022  -59.678
2974  -61.294  -49.925
2975  -76.781  -68.364
2976  -70.016 -172.610
2977  -68.158 -171.602
2978  -76.912  171.708
2979  -78.095 -169.893
2980  -65.254  162.010
2981  -72.285  159.637
2982  -57.469 -171.414
2983  -37.429  171.461
2984  -52.286  179.402
2985  -56.246 -178.356
2986  -65.312  172.751
2987  -60.251  179.835
2988  -61.989 -165.128
2989  -89.222  162.910
2990  -58.481 -167.102
2991  -60.375 -167.142
2992  -53.521 -173.655
2993  -78.998 -177.419
2994  -54.898  177.870
2995  -76.076   62.742
2996  -64.631   76.718
2997  -75.805   58.339
2998  -61.580   52.542
2999  -61.601   64.178
3000  -65.100   70.649
3001  -49.513   42.266
3002  -69.307   51.344
3003  -70.821   44.793
3004  -70.875   45.807
3005  -65.996   65.056
3006  -70.806   76.631
3007  -73.175   36.007
3008  -59.630   66.666
3009  -74.424   63.083
3010  -66.090   52.400
3011  -65.358   55.572
3012  -50.080   52.157
3013  -65.353   61.023
3014  -77.554   48.197
3015  -65.237   64.289
3016  -72.236   82.340
3017  -56.115   51.642
3018  -57.777   65.538
3019  -70.749   66.744
3020  -61.442   65.556
3021  -73.746   56.287
3022  -80.448   43.196
3023  -70.111   54.362
3024  -82.380   51.418
3025  -67.432   99.592
3026  -69.173   59.078
3027  -81.349   66.704
3028  -52.339   71.113
3029  -60.079   69.232
3030  -60.504   64.925
3031  -65.650   75.375
3032  -68.910   39.901
3033  -71.113   66.821
3034  -72.395   69.229
3035  -55.910   88.506
3036  -61.878   41.046
3037  -70.313   50.788
3038  -74.617   54.471
3039  -57.133   65.620
3040  -69.842   52.269
3041  -62.191   56.376
3042  -83.940   53.999
3043  -69.821   73.590
3044  -82.123   69.519
3045  -52.983   74.636
3046  -74.557   52.812
3047  -74.931   66.933
3048  -71.350   62.801
3049  -62.939   46.523
3050  -74.082   46.633
3051  -69.693   50.091
3052  -65.121   39.676
3053  -57.636   60.650
3054  -70.834   55.899
3055  -80.040   75.811
3056  -64.849   35.774
3057  -72.705   67.770
3058  -66.776   53.260
3059  -69.037   66.336
3060  -58.115   81.978
3061  -48.953   78.362
3062  -62.087  120.419
3063  -58.565 -161.468
3064  -83.279  164.803
3065  -65.395 -164.969
3066  -59.242 -174.328
3067  -61.563 -169.423
3068  -84.947  168.254
3069  -67.933 -173.783
3070  -70.644 -175.234
3071  -74.387 -179.038
3072  -71.388 -176.002
3073  -42.615 -167.322
3074  -73.515 -178.897
3075  -79.394 -177.820
3076  -56.543  172.497
3077  -91.102  156.956
3078  -65.749  179.759
3079  -73.750 -171.295
3080  -66.075 -170.864
3081  -76.644 -178.017
3082  -59.016 -176.690
3083  -67.375 -164.945
3084  -68.016  165.719
3085  -49.723  157.584
3086  -47.368  176.534
3087  -53.205 -177.039
3088  -70.232  178.203
3089  -61.448  171.107
3090  -70.419 -167.730
3091  -80.238 -176.867
3092  -75.820 -161.200
3093  -77.443 -177.234
3094  -61.394 -178.726
3095  -67.073 -178.714
3096  -67.217 -172.217
3097  -65.022 -172.971
3098  -65.388 -169.952
3099  -65.719  163.502
3100  -70.886 -175.873
3101  -53.112 -159.816
3102  -78.052 -162.547
3103  -82.769 -170.350
3104  -60.225 -170.813
3105  -73.428  175.013
3106  -82.011 -179.807
3107  -79.915 -169.226
3108  -74.374 -170.366
3109  -68.426 -154.328
3110  -64.533  -52.416
3111  -54.737  -66.471
3112  -75.803  -45.776
3113  -65.759  -64.560
3114  -64.437  -72.583
3115  -46.384  -73.135
3116  -71.274  -53.422
3117  -86.391  -86.133
3118  -70.052  -65.818
3119  -86.019  -67.035
3120  -68.756  -68.803
3121  -60.964  -49.472
3122  -71.492  -50.766
3123  -65.462  -65.967
3124  -82.770  -80.434
3125  -71.311  -65.763
3126  -68.907  -72.378
3127  -62.005  -73.017
3128  -39.930  -62.341
3129  -68.281  -51.071
3130  -70.469  -62.181
3131  -81.168  -57.859
3132  -68.133  -25.149
3133  -76.391  -60.327
3134  -81.061  -64.760
3135  -59.572   56.218
3136  -67.459   79.485
3137  -75.949   45.758
3138  -73.828   64.691
3139  -73.490   40.892
3140  -58.572   68.382
3141  -51.378   50.447
3142  -62.477   55.584
3143  -70.741   86.445
3144  -61.537   70.421
3145  -68.198   54.387
3146  -66.290   57.559
3147  -63.913   66.200
3148  -64.972   50.774
3149  -82.529   57.197
3150  -62.969   80.249
3151  -31.198   52.071
3152  -59.095   42.013
3153  -71.697   44.000
3154  -77.864   64.059
3155  -71.412   65.728
3156  -71.595   63.763
3157  -74.802   53.354
3158  -79.744   72.556
3159  -66.151   79.135
3160  -74.241   58.213
3161  -64.069   46.671
3162  -73.995   47.777
3163  -70.558   70.404
3164  -51.963   74.243
3165  -65.132   57.847
3166  -64.032   62.219
3167  -58.784   59.756
3168  -75.334   56.195
3169  -44.119   69.575
3170  -68.629   57.729
3171  -73.022   61.502
3172  -61.629   57.168
3173  -60.296   58.162
3174  -73.674   54.207
3175  -47.925  101.565
3176  -57.893   33.805
3177  -72.707   36.359
3178  -76.560   76.881
3179  -64.727   53.598
3180  -68.155   50.642
3181  -55.094   64.499
3182  -80.839   49.662
3183  -80.186   64.598
3184  -49.373   76.769
3185  -53.703   54.417
3186  -70.952   64.155
3187  -59.136   68.088
3188  -70.251   50.887
3189  -71.249   53.677
3190  -66.182   65.847
3191  -35.269   66.421
3192  -56.525   66.359
3193  -64.927   56.351
3194  -68.009   70.012
3195  -66.207   53.769
3196  -58.579   76.237
3197  -73.481   62.422
3198  -57.477   46.570
3199  -78.674   70.527
3200  -71.791   66.975
3201  -67.824   40.403
3202  -66.734   74.453
3203  -79.695  -70.192
3204  -71.323  -85.716
3205  -61.828  -57.235
3206  -69.094  -63.583
3207  -55.093  -65.557
3208  -70.378  -51.997
3209  -76.302  -40.803
3210  -62.753  -53.143
3211  -58.851  -63.419
3212  -59.443  -50.686
3213  -76.856  -61.440
3214  -59.204  -44.228
3215  -67.702  -65.393
3216  -54.650  -50.647
3217  -75.099  -61.645
3218  -55.295  -41.616
3219  -79.666  -73.341
3220  -60.909  -54.610
3221  -62.840 -176.368
3222  -82.248 -166.635
3223  -87.194  167.337
3224  -50.683 -174.066
3225  -63.339 -171.862
3226  -67.531   59.211
3227  -65.569   42.713
3228  -60.047   56.372
3229  -66.012   58.365
3230  -53.873   75.573
3231  -60.248   66.164
3232  -69.413   55.870
3233  -84.532   59.508
3234  -64.562   56.787
3235  -72.034   65.120
3236  -62.192   69.649
3237  -60.158   72.497
3238  -50.717   73.982
3239  -71.403   65.994
3240  -58.240   80.929
3241  -67.981 -159.087
3242  -77.114 -139.219
3243  -68.513  169.562
3244  -76.448  171.317
3245  -56.396  174.695
3246  -92.547  177.782
3247  -62.086 -172.589
3248  -64.391  175.635
3249   62.133 -174.790
3250   65.639 -163.005
3251   71.093  170.555
3252   61.264 -176.302
3253   53.940  169.714
3254   41.540  169.667
3255   58.738  176.373
3256   72.882 -173.729
3257   63.927  173.867
3258   64.087 -178.784
3259   64.582  176.898
3260   54.793  166.206
3261   79.572 -174.849
3262   58.824 -178.491
3263  177.174 -176.866
3264   70.558  158.851
3265   65.334  179.449
3266   57.600  178.673
3267   54.387  170.845
3268   72.154  175.270
3269   75.183  160.692
3270   71.289  175.617
3271   76.461  175.272
3272   70.431 -175.417
3273   65.181 -175.375
3274   72.431  178.393
3275   82.728  159.824
3276   55.789  179.973
3277   78.587  162.024
3278   48.083 -113.227
3279   68.052  -83.811
3280   64.780  -53.290
3281   67.070  -44.736
3282   74.006  -74.637
3283   66.974  -50.173
3284   70.972  -88.132
3285   62.512  -74.563
3286   67.397  -69.426
3287   69.940  -52.216
3288   72.828  -61.679
3289   65.099  -50.863
3290   49.120   59.691
3291   58.130   73.741
3292   57.127   65.289
3293   50.437   59.862
3294   70.633   64.887
3295   66.261   47.621
3296   48.463   65.588
3297   66.802   59.797
3298   62.082   55.034
3299   52.782   46.081
3300   65.025   82.171
3301   66.522   63.491
3302   59.083   40.743
3303   80.970   62.943
3304   66.372   47.805
3305   69.039   56.636
3306   68.554   67.469
3307   57.202   59.576
3308   63.696   64.274
3309   73.125   65.631
3310   52.383   33.123
3311   78.613   40.317
3312   71.512   58.516
3313   83.611   46.789
3314   77.640   62.145
3315   76.160   76.216
3316   71.353   54.332
3317   73.844   63.563
3318   53.747   50.444
3319   67.096   48.690
3320   56.353   56.088
3321   68.485   50.109
3322   82.517   60.536
3323   67.736   48.347
3324   65.393   61.479
3325   80.525   73.455
3326   50.779  164.376
3327   69.745  163.704
3328   57.718 -172.938
3329   68.811 -177.492
3330   51.883 -178.752
3331   69.464 -178.899
3332   66.134 -178.795
3333   78.784  149.601
3334   70.695 -179.335
3335   71.096 -164.847
3336   72.664  173.253
3337   63.416   61.586
3338   58.203   49.798
3339   63.575 -179.710
3340   64.522 -174.837
3341   66.198 -177.554
3342   63.890 -179.190
3343   48.955  173.286
3344   80.655 -174.628
3345   45.570  162.559
3346   75.951  179.435
3347   70.519 -163.553
3348   69.346 -176.463
3349   67.631  178.478
3350   72.778  176.928
3351   55.188  174.232
3352   60.499  172.989
3353   62.764  178.455
3354   64.205 -177.612
3355   68.718  158.270
3356   70.310  178.632
3357   75.016  173.104
3358   50.179  166.072
3359   77.260  175.386
3360   69.302 -155.506
3361   66.130  172.990
3362   50.511  162.907
3363   86.738 -178.588
3364   74.584 -173.907
3365   73.369  168.370
3366   62.272  179.878
3367   63.330  177.151
3368   59.175  174.944
3369   62.156 -160.449
3370   62.503  176.143
3371   59.222 -166.110
3372   71.743 -176.745
3373   78.729  178.048
3374   58.206 -178.368
3375   69.074  165.800
3376   50.152  179.456
3377   73.520  174.482
3378   53.283  139.512
3379   58.403  168.842
3380   60.335  168.215
3381   67.613  177.566
3382   75.348  158.046
3383   79.051  179.964
3384   67.067 -150.379
3385   48.995  169.625
3386   86.468  174.559
3387   61.287  177.758
3388   63.566  162.197
3389   68.527  171.325
3390   61.894  179.761
3391   65.737 -178.113
3392   62.243 -173.019
3393   55.013  178.404
3394   57.682  173.060
3395   72.665 -176.228
3396   62.486 -162.718
3397   56.980 -177.410
3398  -70.663  166.958
3399  -68.444 -178.029
3400  -58.137  172.623
3401  -75.122  173.185
3402  -67.603  177.878
3403  -85.320  170.198
3404  -54.321 -155.841
3405  -56.333 -178.383
3406  -68.457  170.005
3407  -65.567 -174.228
3408  -66.338 -176.809
3409  -61.752  177.950
3410  -57.930  169.632
3411  -70.486 -176.642
3412  -58.160 -172.494
3413  -55.383 -165.346
3414  -63.687 -175.016
3415  -63.381 -166.501
3416  -60.227  174.880
3417  -64.850  173.897
3418  -71.334  162.005
3419  -67.444  172.754
3420  -76.211  175.639
3421  -52.966 -171.062
3422  -47.247 -165.106
3423  -58.698  177.167
3424  -66.700  172.373
3425  -60.375  179.867
3426  -60.114  173.537
3427  -84.661 -172.446
3428  -70.080 -175.052
3429  -81.952 -148.279
3430  -64.357  173.526
3431  -71.095  172.216
3432  -68.429  154.168
3433  -61.880 -179.639
3434  -75.325 -171.465
3435  -76.957  176.322
3436  -47.480  164.496
3437  -67.803  175.229
3438  -45.759  177.053
3439  -59.726  170.844
3440  -72.064  161.129
3441  -71.386  173.735
3442  -74.318 -178.481
3443  -63.067 -166.916
3444  -59.835 -168.067
3445  -72.886 -173.539
3446  -50.868 -171.511
3447  -65.462 -178.317
3448  -62.244 -172.398
3449  -85.069  172.461
3450  -74.116 -176.982
3451  -53.584 -171.233
3452  -72.794  169.736
3453  -65.062  175.116
3454  -75.128  171.341
3455   58.877 -153.631
3456   57.847 -171.264
3457   98.985 -175.686
3458   56.662  165.603
3459   57.777 -176.156
3460   59.289  165.015
3461   90.812 -176.192
3462   72.761 -169.624
3463   36.910  174.694
3464   67.795  160.348
3465   72.671 -174.561
3466   80.300 -168.180
3467   60.283 -169.304
3468   60.353 -169.788
3469   79.553 -168.644
3470   70.207 -168.739
3471   64.858 -179.360
3472   65.082  173.223
3473   71.677 -167.808
3474   55.867  157.431
3475   57.410 -165.567
3476   58.351 -160.088
3477   52.522  174.826
3478   58.939  179.684
3479   61.404 -172.097
3480   69.850 -162.729
3481   76.228  170.227
3482   60.587 -159.644
3483   56.012  173.141
3484   69.619  176.498
3485   63.517  170.167
3486   54.265  174.796
3487   52.420  179.101
3488   65.930  178.721
